series_id,Order Date,Sales,Quantity,Discount,Profit,Unit Price,day,day_of_week,week,month,quarter,year,is_weekend,sin_month,cos_month,sin_day_of_week,cos_day_of_week,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_28,short_term_trend,medium_term_trend,demand_volatility,is_stockout_derived,inventory_level_proxy,reconstructed_demand,censored_demand_gap
Africa_Furniture,2011-01-29,0.0,0.0,0.0,0.0,25.35,29,5,4,1,1,2011,1,0.5,0.866,-0.9749,-0.2225,0.0,0.0,44.874,0.0,7.242857142857143,65.781,66.89507142857143,19.162798781566845,228.76737939402446,0.1083,0.9833,2.6458,False,197.34300000000002,0.0,0.0
Africa_Furniture,2011-01-30,0.0,0.0,0.0,0.0,25.35,30,6,4,1,1,2011,1,0.5,0.866,-0.7818,0.6235,0.0,0.0,0.0,0.0,7.242857142857143,62.57571428571429,66.89507142857143,19.162798781566845,228.76737939402446,0.1083,0.9354,2.6458,False,187.72714285714287,0.0,0.0
Africa_Furniture,2011-01-31,769.89,3.0,0.0,205.44,301.47,31,0,5,1,1,2011,0,0.5,0.866,0.0,1.0,0.0,0.0,0.0,0.0,7.242857142857143,62.57571428571429,66.89507142857143,19.162798781566845,228.76737939402446,0.1083,0.9354,2.6458,False,5.0,769.89,0.0
Africa_Furniture,2011-02-01,0.0,0.0,0.0,0.0,301.47,1,1,5,2,1,2011,0,0.866,0.5,0.7818,0.6235,769.89,0.0,0.0,0.0,117.22714285714287,117.56785714285715,94.39114285714287,288.41685137512826,263.98581914799536,1.2419,1.2455,2.4603,False,352.7035714285714,0.0,0.0
Africa_Furniture,2011-02-02,0.0,0.0,0.0,0.0,301.47,2,2,5,2,1,2011,0,0.866,0.5,0.9749,-0.2225,0.0,0.0,0.0,0.0,117.22714285714287,117.56785714285715,94.39114285714287,288.41685137512826,263.98581914799536,1.2419,1.2455,2.4603,False,352.7035714285714,0.0,0.0
Africa_Furniture,2011-02-03,0.0,0.0,0.0,0.0,301.47,3,3,5,2,1,2011,0,0.866,0.5,0.4339,-0.901,0.0,50.7,825.36,0.0,117.22714285714287,117.56785714285715,94.39114285714287,288.41685137512826,263.98581914799536,1.2419,1.2455,2.4603,False,352.7035714285714,0.0,0.0
Africa_Furniture,2011-02-04,0.0,0.0,0.0,0.0,301.47,4,4,5,2,1,2011,0,0.866,0.5,-0.4339,-0.901,0.0,0.0,0.0,29.268,109.98428571428572,58.61357142857143,94.39114285714287,290.9910681250739,263.98581914799536,1.1652,0.621,2.6458,False,175.84071428571428,0.0,0.0
Africa_Furniture,2011-02-05,0.0,0.0,0.0,0.0,301.47,5,5,5,2,1,2011,1,0.866,0.5,-0.9749,-0.2225,0.0,0.0,0.0,922.86,109.98428571428572,58.61357142857143,93.34585714285716,290.9910681250739,264.3109780301191,1.1782,0.6279,2.6458,False,175.84071428571428,0.0,0.0
Africa_Furniture,2011-02-06,48.366,1.0,0.7,-67.734,48.366,6,6,5,2,1,2011,1,0.866,0.5,-0.7818,0.6235,0.0,0.0,0.0,0.0,109.98428571428572,58.61357142857143,60.38657142857143,290.9910681250739,208.73790435809573,1.8213,0.9706,2.6458,False,127.47471428571428,48.366,0.0
Africa_Furniture,2011-02-07,0.0,0.0,0.0,0.0,48.366,7,0,6,2,1,2011,0,0.866,0.5,0.0,1.0,48.366,769.89,0.0,0.0,116.89371428571428,62.068285714285715,62.11392857142857,288.5079140969471,208.4195602979949,1.8819,0.9993,2.4681,False,186.20485714285715,0.0,0.0
Africa_Furniture,2011-02-08,466.578,5.0,0.7,-576.432,82.2195,8,1,6,2,1,2011,0,0.866,0.5,0.7818,0.6235,0.0,0.0,0.0,0.0,6.909428571428571,62.068285714285715,62.11392857142857,18.28062970156281,208.4195602979949,0.1112,0.9993,2.6458,False,5.0,466.578,0.0
Africa_Furniture,2011-02-09,0.0,0.0,0.0,0.0,82.2195,9,2,6,2,1,2011,0,0.866,0.5,0.9749,-0.2225,466.578,0.0,0.0,0.0,73.56342857142856,95.39528571428572,78.77742857142857,174.23798565836805,221.51026032175017,0.9338,1.2109,2.3685,False,286.1858571428572,0.0,0.0
Africa_Furniture,2011-02-10,0.0,0.0,0.0,0.0,82.2195,10,3,6,2,1,2011,0,0.866,0.5,0.4339,-0.901,0.0,0.0,50.7,0.0,73.56342857142856,95.39528571428572,78.77742857142857,174.23798565836805,221.51026032175017,0.9338,1.2109,2.3685,False,286.1858571428572,0.0,0.0
Africa_Furniture,2011-02-11,38.466,2.0,0.7,-30.774,19.233,11,4,6,2,1,2011,0,0.866,0.5,-0.4339,-0.901,0.0,0.0,0.0,0.0,73.56342857142856,91.77385714285712,78.77742857142857,174.23798565836805,221.51026032175017,0.9338,1.165,2.3685,False,236.85557142857135,38.466,0.0
Africa_Furniture,2011-02-12,281.82,2.0,0.0,56.34,140.91,12,5,6,2,1,2011,1,0.866,0.5,-0.9749,-0.2225,38.466,0.0,0.0,44.874,79.05857142857143,94.52142857142857,80.15121428571429,172.12501715406063,221.1225368793339,0.9864,1.1793,2.1772,False,5.0,281.82,0.0
Africa_Furniture,2011-02-13,0.0,0.0,0.0,0.0,140.91,13,6,6,2,1,2011,1,0.866,0.5,-0.7818,0.6235,281.82,48.366,0.0,0.0,119.31857142857143,114.65142857142857,88.61357142857143,183.15657927108617,224.23453793994994,1.3465,1.2938,1.535,False,343.9542857142857,0.0,0.0
Africa_Furniture,2011-02-14,0.0,0.0,0.0,0.0,140.91,14,0,7,2,1,2011,0,0.866,0.5,0.0,1.0,0.0,0.0,769.89,0.0,112.40914285714287,114.65142857142857,88.61357142857143,187.14809993463152,224.23453793994994,1.2685,1.2938,1.6649,False,343.9542857142857,0.0,0.0
Africa_Furniture,2011-02-15,55.14,1.0,0.0,18.72,55.14,15,1,7,2,1,2011,0,0.866,0.5,0.7818,0.6235,0.0,466.578,0.0,0.0,112.40914285714287,59.659285714285716,88.61357142857143,187.14809993463152,224.23453793994994,1.2685,0.6733,1.6649,False,123.83785714285715,55.14,0.0
Africa_Furniture,2011-02-16,0.0,0.0,0.0,0.0,55.14,16,2,7,2,1,2011,0,0.866,0.5,0.9749,-0.2225,55.14,0.0,0.0,0.0,53.632285714285715,63.597857142857144,90.58285714285715,103.12420558031651,223.6689008554939,0.5921,0.7021,1.9228,False,190.79357142857143,0.0,0.0
Africa_Furniture,2011-02-17,0.0,0.0,0.0,0.0,55.14,17,3,7,2,1,2011,0,0.866,0.5,0.4339,-0.901,0.0,0.0,0.0,825.36,53.632285714285715,63.597857142857144,90.58285714285715,103.12420558031651,223.6689008554939,0.5921,0.7021,1.9228,False,190.79357142857143,0.0,0.0
Africa_Furniture,2011-02-18,0.0,0.0,0.0,0.0,55.14,18,4,7,2,1,2011,0,0.866,0.5,-0.4339,-0.901,0.0,38.466,0.0,0.0,53.632285714285715,63.597857142857144,61.105714285714285,103.12420558031651,171.5645364353767,0.8777,1.0408,1.9228,False,190.79357142857143,0.0,0.0
Africa_Furniture,2011-02-19,0.0,0.0,0.0,0.0,55.14,19,5,7,2,1,2011,1,0.866,0.5,-0.9749,-0.2225,0.0,281.82,0.0,0.0,48.137142857142855,63.597857142857144,61.105714285714285,105.07349835778199,171.5645364353767,0.7878,1.0408,2.1828,False,190.79357142857143,0.0,0.0
Africa_Furniture,2011-02-20,0.0,0.0,0.0,0.0,55.14,20,6,7,2,1,2011,1,0.866,0.5,-0.7818,0.6235,0.0,0.0,48.366,0.0,7.877142857142857,63.597857142857144,61.105714285714285,20.84096104172761,171.5645364353767,0.1289,1.0408,2.6458,False,190.79357142857143,0.0,0.0
Africa_Furniture,2011-02-21,0.0,0.0,0.0,0.0,55.14,21,0,8,2,1,2011,0,0.866,0.5,0.0,1.0,0.0,0.0,0.0,0.0,7.877142857142857,60.143142857142855,61.105714285714285,20.84096104172761,171.5645364353767,0.1289,0.9842,2.6458,False,180.42942857142856,0.0,0.0
Africa_Furniture,2011-02-22,0.0,0.0,0.0,0.0,55.14,22,1,8,2,1,2011,0,0.866,0.5,0.7818,0.6235,0.0,55.14,466.578,0.0,7.877142857142857,60.143142857142855,61.105714285714285,20.84096104172761,171.5645364353767,0.1289,0.9842,2.6458,False,180.42942857142856,0.0,0.0
Africa_Furniture,2011-02-23,0.0,0.0,0.0,0.0,55.14,23,2,8,2,1,2011,0,0.866,0.5,0.9749,-0.2225,0.0,0.0,0.0,0.0,0.0,26.816142857142857,61.105714285714285,0.0,171.5645364353767,0.0,0.4388,0.0,False,80.44842857142856,0.0,0.0
Africa_Furniture,2011-02-24,0.0,0.0,0.0,0.0,55.14,24,3,8,2,1,2011,0,0.866,0.5,0.4339,-0.901,0.0,0.0,0.0,50.7,0.0,26.816142857142857,61.105714285714285,0.0,171.5645364353767,0.0,0.4388,0.0,False,80.44842857142856,0.0,0.0
Africa_Furniture,2011-02-25,0.0,0.0,0.0,0.0,55.14,25,4,8,2,1,2011,0,0.866,0.5,-0.4339,-0.901,0.0,0.0,38.466,0.0,0.0,26.816142857142857,59.295,0.0,171.94555130815877,0.0,0.4522,0.0,False,80.44842857142856,0.0,0.0
Africa_Furniture,2011-02-26,0.0,0.0,0.0,0.0,55.14,26,5,8,2,1,2011,1,0.866,0.5,-0.9749,-0.2225,0.0,0.0,281.82,0.0,0.0,24.068571428571428,59.295,0.0,171.94555130815877,0.0,0.4059,0.0,False,72.20571428571428,0.0,0.0
Africa_Furniture,2011-02-27,0.0,0.0,0.0,0.0,55.14,27,6,8,2,1,2011,1,0.866,0.5,-0.7818,0.6235,0.0,0.0,0.0,0.0,0.0,3.9385714285714286,59.295,0.0,171.94555130815877,0.0,0.0664,0.0,False,11.815714285714286,0.0,0.0
Africa_Furniture,2011-02-28,0.0,0.0,0.0,0.0,55.14,28,0,9,2,1,2011,0,0.866,0.5,0.0,1.0,0.0,0.0,0.0,769.89,0.0,3.9385714285714286,59.295,0.0,171.94555130815877,0.0,0.0664,0.0,False,11.815714285714286,0.0,0.0
Africa_Furniture,2011-03-01,0.0,0.0,0.0,0.0,55.14,1,1,9,3,1,2011,0,1.0,0.0,0.7818,0.6235,0.0,0.0,55.14,0.0,0.0,3.9385714285714286,31.798928571428572,0.0,101.04345474502303,0.0,0.1239,0.0,False,11.815714285714286,0.0,0.0
Africa_Furniture,2011-03-02,0.0,0.0,0.0,0.0,55.14,2,2,9,3,1,2011,0,1.0,0.0,0.9749,-0.2225,0.0,0.0,0.0,0.0,0.0,0.0,31.798928571428572,0.0,101.04345474502303,0.0,0.0,0.0,False,5.0,0.0,0.0
Africa_Furniture,2011-03-03,170.448,5.0,0.35,-62.082,63.786,3,3,9,3,1,2011,0,1.0,0.0,0.4339,-0.901,0.0,0.0,0.0,0.0,0.0,0.0,31.798928571428572,0.0,101.04345474502303,0.0,0.0,0.0,False,5.0,170.448,0.0
Africa_Furniture,2011-03-04,0.0,0.0,0.0,0.0,63.786,4,4,9,3,1,2011,0,1.0,0.0,-0.4339,-0.901,170.448,0.0,0.0,0.0,24.34971428571429,12.174857142857144,37.88635714285714,64.4232884954764,104.14357189110659,0.6427,0.3214,2.6458,False,36.524571428571434,0.0,0.0
Africa_Furniture,2011-03-05,74.52000000000001,3.0,0.0,25.650000000000002,24.585,5,5,9,3,1,2011,1,1.0,0.0,-0.9749,-0.2225,0.0,0.0,0.0,0.0,24.34971428571429,12.174857142857144,37.88635714285714,64.4232884954764,104.14357189110659,0.6427,0.3214,2.6458,False,5.0,74.52000000000001,0.0
Africa_Furniture,2011-03-06,15.87,1.0,0.0,6.33,15.87,6,6,9,3,1,2011,1,1.0,0.0,-0.7818,0.6235,74.52000000000001,0.0,0.0,48.366,34.995428571428576,17.497714285714288,40.547785714285716,65.8698096724567,104.09169290559343,0.8631,0.4315,1.8822,False,36.62314285714287,15.87,0.0
Africa_Furniture,2011-03-07,0.0,0.0,0.0,0.0,15.87,7,0,10,3,1,2011,0,1.0,0.0,0.0,1.0,15.87,0.0,0.0,0.0,37.262571428571434,18.631285714285717,39.387214285714286,64.72778048323354,104.18241286617928,0.9461,0.473,1.7371,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-08,0.0,0.0,0.0,0.0,15.87,8,1,10,3,1,2011,0,1.0,0.0,0.7818,0.6235,0.0,0.0,0.0,466.578,37.262571428571434,18.631285714285717,39.387214285714286,64.72778048323354,104.18241286617928,0.9461,0.473,1.7371,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-09,0.0,0.0,0.0,0.0,15.87,9,2,10,3,1,2011,0,1.0,0.0,0.9749,-0.2225,0.0,0.0,0.0,0.0,37.262571428571434,18.631285714285717,22.723714285714287,64.72778048323354,62.1652194689204,1.6398,0.8199,1.7371,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-10,0.0,0.0,0.0,0.0,15.87,10,3,10,3,1,2011,0,1.0,0.0,0.4339,-0.901,0.0,170.448,0.0,0.0,37.262571428571434,18.631285714285717,22.723714285714287,64.72778048323354,62.1652194689204,1.6398,0.8199,1.7371,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-11,0.0,0.0,0.0,0.0,15.87,11,4,10,3,1,2011,0,1.0,0.0,-0.4339,-0.901,0.0,0.0,0.0,38.466,12.912857142857145,18.631285714285717,22.723714285714287,27.802560262371678,62.1652194689204,0.5683,0.8199,2.1531,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-12,0.0,0.0,0.0,0.0,15.87,12,5,10,3,1,2011,1,1.0,0.0,-0.9749,-0.2225,0.0,74.52000000000001,0.0,281.82,12.912857142857145,18.631285714285717,21.34992857142857,27.802560262371678,62.229442657605276,0.6048,0.8727,2.1531,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-13,0.0,0.0,0.0,0.0,15.87,13,6,10,3,1,2011,1,1.0,0.0,-0.7818,0.6235,0.0,15.87,0.0,0.0,2.267142857142857,18.631285714285717,11.284928571428571,5.998296186652279,35.659001483629865,0.2009,1.651,2.6458,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-14,0.0,0.0,0.0,0.0,15.87,14,0,11,3,1,2011,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.631285714285717,11.284928571428571,0.0,35.659001483629865,0.0,1.651,0.0,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-15,0.0,0.0,0.0,0.0,15.87,15,1,11,3,1,2011,0,1.0,0.0,0.7818,0.6235,0.0,0.0,0.0,55.14,0.0,18.631285714285717,11.284928571428571,0.0,35.659001483629865,0.0,1.651,0.0,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-16,0.0,0.0,0.0,0.0,15.87,16,2,11,3,1,2011,0,1.0,0.0,0.9749,-0.2225,0.0,0.0,0.0,0.0,0.0,18.631285714285717,9.315642857142858,0.0,34.65583930938751,0.0,2.0,0.0,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-17,0.0,0.0,0.0,0.0,15.87,17,3,11,3,1,2011,0,1.0,0.0,0.4339,-0.901,0.0,0.0,170.448,0.0,0.0,18.631285714285717,9.315642857142858,0.0,34.65583930938751,0.0,2.0,0.0,False,55.89385714285715,0.0,0.0
Africa_Furniture,2011-03-18,0.0,0.0,0.0,0.0,15.87,18,4,11,3,1,2011,0,1.0,0.0,-0.4339,-0.901,0.0,0.0,0.0,0.0,0.0,6.456428571428573,9.315642857142858,0.0,34.65583930938751,0.0,0.6931,0.0,False,19.369285714285716,0.0,0.0
Africa_Furniture,2011-03-19,0.0,0.0,0.0,0.0,15.87,19,5,11,3,1,2011,1,1.0,0.0,-0.9749,-0.2225,0.0,0.0,74.52000000000001,0.0,0.0,6.456428571428573,9.315642857142858,0.0,34.65583930938751,0.0,0.6931,0.0,False,19.369285714285716,0.0,0.0
Africa_Furniture,2011-03-20,0.0,0.0,0.0,0.0,15.87,20,6,11,3,1,2011,1,1.0,0.0,-0.7818,0.6235,0.0,0.0,15.87,0.0,0.0,1.1335714285714285,9.315642857142858,0.0,34.65583930938751,0.0,0.1217,0.0,False,5.0,0.0,0.0
Africa_Furniture,2011-03-21,0.0,0.0,0.0,0.0,15.87,21,0,12,3,1,2011,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.315642857142858,0.0,34.65583930938751,0.0,0.0,0.0,False,5.0,0.0,0.0
Africa_Furniture,2011-03-22,0.0,0.0,0.0,0.0,15.87,22,1,12,3,1,2011,0,1.0,0.0,0.7818,0.6235,0.0,0.0,0.0,0.0,0.0,0.0,9.315642857142858,0.0,34.65583930938751,0.0,0.0,0.0,False,5.0,0.0,0.0
Africa_Furniture,2011-03-23,512.76,4.0,0.0,194.76,128.19,23,2,12,3,1,2011,0,1.0,0.0,0.9749,-0.2225,0.0,0.0,0.0,0.0,0.0,0.0,9.315642857142858,0.0,34.65583930938751,0.0,0.0,0.0,False,5.0,512.76,0.0
Africa_Furniture,2011-03-24,0.0,0.0,0.0,0.0,128.19,24,3,12,3,1,2011,0,1.0,0.0,0.4339,-0.901,512.76,0.0,0.0,0.0,73.25142857142858,36.62571428571429,27.6285,193.80506318021125,101.17953849305036,2.6513,1.3256,2.6458,False,109.87714285714287,0.0,0.0
Africa_Furniture,2011-03-25,0.0,0.0,0.0,0.0,128.19,25,4,12,3,1,2011,0,1.0,0.0,-0.4339,-0.901,0.0,0.0,0.0,0.0,73.25142857142858,36.62571428571429,27.6285,193.80506318021125,101.17953849305036,2.6513,1.3256,2.6458,False,109.87714285714287,0.0,0.0
Africa_Furniture,2011-03-26,0.0,0.0,0.0,0.0,128.19,26,5,12,3,1,2011,1,1.0,0.0,-0.9749,-0.2225,0.0,0.0,0.0,0.0,73.25142857142858,36.62571428571429,27.6285,193.80506318021125,101.17953849305036,2.6513,1.3256,2.6458,False,109.87714285714287,0.0,0.0
Africa_Furniture,2011-03-27,0.0,0.0,0.0,0.0,128.19,27,6,12,3,1,2011,1,1.0,0.0,-0.7818,0.6235,0.0,0.0,0.0,0.0,73.25142857142858,36.62571428571429,27.6285,193.80506318021125,101.17953849305036,2.6513,1.3256,2.6458,False,109.87714285714287,0.0,0.0
Africa_Furniture,2011-03-28,0.0,0.0,0.0,0.0,128.19,28,0,13,3,1,2011,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.25142857142858,36.62571428571429,27.6285,193.80506318021125,101.17953849305036,2.6513,1.3256,2.6458,False,109.87714285714287,0.0,0.0
Africa_Furniture,2011-03-29,0.0,0.0,0.0,0.0,128.19,29,1,13,3,1,2011,0,1.0,0.0,0.7818,0.6235,0.0,0.0,0.0,0.0,73.25142857142858,36.62571428571429,27.6285,193.80506318021125,101.17953849305036,2.6513,1.3256,2.6458,False,109.87714285714287,0.0,0.0
Africa_Furniture,2011-03-30,6.651,1.0,0.7,-15.519,6.651,30,2,13,3,1,2011,0,1.0,0.0,0.9749,-0.2225,0.0,512.76,0.0,0.0,73.25142857142858,36.62571428571429,27.6285,193.80506318021125,101.17953849305036,2.6513,1.3256,2.6458,False,103.22614285714288,6.651,0.0
